annex,entry_seq,ref_no,tier_seq,tier,tier_source,product_type,max_concentration,max_conc_value,max_conc_unit,max_conc_basis,all_conc_values,other,wording
V,45,44,1,,none,,"0,1 %",0.1,%,,,,
V,46,45,1,,none,,"0,1 %",0.1,%,,,pH > 6,
V,47,46,1,,none,,"0,5 %",0.5,%,,,,
V,48,47,1,,none,,"0,1 %",0.1,%,,,,
V,49,48,1,,none,,"0,1 %",0.1,%,,,"Not to be used in
aerosols (sprays)","Contains gluta-
ral (9)"
V,50,49,1,,none,,"0,3 %",0.3,%,,,"Not to be used in
oral products and
in products
applied on
mucous
membranes",
V,51,50,1,,none,,"0,3 %",0.3,%,,,,
V,52,51,1,,none,,"0,5 %",0.5,%,,,"Not to be used unless
it can be shown that
the maximum theoretical concentration
of releasable formaldehyde, irrespective
of the source, in the
mixture as placed on
the market is < 0,1 %
w/w",
V,53,52,1,,none,,"0,004 % (as AgCl)",0.004,%,AgCl,,"20 % AgCl (w/w)
on TiO2. Not to
be used in
products for
children under 3
years of age, in
oral products and
in eye and lip
products",
V,54,53,1,a,label,"(a) Rinse-off
products","0,1 %",0.1,%,,,,
V,54,53,2,b,label,"(b) Leave-on
products other
than oral
products","0,1 %",0.1,%,,,,
V,55,54,1,,none,,"0,1 % (as benzalkonium chloride)",0.1,%,benzalkonium chloride,,,"Avoid contact
with eyes"
V,56,55,1,,none,Rinse-off products,"0,15 %",0.15,%,,,,
V,57,56,1,a,label,"(a) Rinse-off
products","(a) 0,02 %",0.02,%,,,"Not to be used in
oral and lip
products
(a) Not to be
used in
products for
children under
3 years of
age, except in
bath products/
shower gels
and shampoo","(a) Not to be
used for
children
under 3 years
of age (11)"
V,57,56,2,b,label,"(b) Leave-on
products","(b) 0,01 %,",0.01,%,,,"Not to be used in
oral and lip
products
(b) Not to be used
in body lotion
and body
cream (13)
(b) and (c) Not to
be used in
products for
children under 3
years of age","(b) and (c) Not
to be used for
children under 3
years of age (12)"
V,57,56,3,c,label,"(c) Deo-dorants/
anti-perspirants","(c) 0,0075 %",0.0075,%,,,"Not to be used in
oral and lip
products
(b) and (c) Not to
be used in
products for
children under 3
years of age","(b) and (c) Not
to be used for
children under 3
years of age (12)"
V,58,57,1,,none,Rinse-off products,"0,0015 %",0.0015,%,,,,
V,59,58,1,a,label,(a) Mouthwashes,"(a) 0,15 %",0.15,%,,,"(a) Not to be used
in preparations
for children
under 10 years
of age","(a) Not to be
used for
children
under 10
years of age"
V,59,58,2,b,label,(b) Other products,"(b) 0,4 %",0.4,%,,,"(b) Not to be used
in lip products,
oral products
(other than
mouthwashes), and
spray products",
V,60,59,1,,none,,"0,2 %,
corresponding to
0,0024 % of silver",0.2,%,,"[0.2, 0.0024]","Not to be used in
oral products and
eye products",
V,61,60,1,,none,,"0,7 %",0.7,%,,,,
V,62,61,1,a,label,"(a) Deodorant
spray","(a) and (b)
1 %",1.0,%,,,"For (a) and (b) the
silver content in
Ammonium Silver
Zinc Aluminium
Silicate must not
exceed 2,5 %.",
V,62,61,2,b,label,(b) Powder foundation,"(a) and (b)
1 %",1.0,%,,,"For (a) and (b) the
silver content in
Ammonium Silver
Zinc Aluminium
Silicate must not
exceed 2,5 %.",
